|||||||B3LYP|B3LYP|B3LYP|PBE|PBE|PBE|PB86|PB87|PB88|M06|M07|M08
211|C#Cc1cc2c(s1)c1sc(C#Cc3scc4nc(c5ccccc5)c(c5ccccc5)nc34)cc1n2C|C#Cc1cc2c(s1)c1sc(C#Cc3scc4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc1n2C|InChI=1S/C31H17N3S3/c1-3-21-16-24-30(36-21)31-25(34(24)2)17-22(37-31)14-15-26-29-23(18-35-26)32-27(19-10-6-4-7-11-19)28(33-29)20-12-8-5-9-13-20/h1,4-13,16-18H,2H3|10.1016/j.solmat.2010.05.042,GBMQZLANRSVNDA-UHFFFAOYSA-N,polymer,bulk,PC61BM,nan,nan,nan,nan,1.74,0.74,5.87,40.0|C#Cc1cc2c(s1)c1sc(C#Cc3scc4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc1n2C|8|-0.185|-0.101|0.084|-0.194875|-0.10075|0.094125|-0.170875|-0.121875|0.049|-0.224875|-0.077875|0.147
212|CC1(C)c2cc(c3ccc(C=C(C#N)C(=O)O)s3)ccc2c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)cc12|CC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc43)cc21|InChI=1S/C43H30N2O2S/c1-43(2)38-24-29(40-21-18-33(48-40)23-30(26-44)42(46)47)16-19-36(38)37-20-17-32(25-39(37)43)45(31-12-4-3-5-13-31)41-34-14-8-6-10-27(34)22-28-11-7-9-15-35(28)41/h3-25H,1-2H3,(H,46,47)/b30-23+|10.1039/B908802D,YOVVKNWFLNLSFC-WGPBWIAQSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,2.89,0.57,7.59,67.0|CC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc43)cc21|17|-0.193706|-0.105765|0.0879412|-0.202294|-0.104588|0.0977059|-0.176529|-0.125647|0.0508824|-0.233941|-0.0818235|0.152118
213|CC1(C)c2cc(c3ccc(c4ccc(c5ccc(c6ccc(C=C(C#N)C#N)s6)s5)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc12|CC1(C)c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C=C(C#N)C#N)s6)s5)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21|InChI=1S/C47H31N3S4/c1-47(2)38-26-31(13-16-36(38)37-17-14-34(27-39(37)47)50(32-9-5-3-6-10-32)33-11-7-4-8-12-33)40-19-20-43(52-40)44-23-24-46(54-44)45-22-21-42(53-45)41-18-15-35(51-41)25-30(28-48)29-49/h3-27H,1-2H3|10.1039/B908802D,AYJNKAQASWNOLK-UHFFFAOYSA-N,molecule,bilayer,PC61BM,nan,nan,nan,nan,2.67,0.91,6.05,48.0|CC1(C)c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C=C(C#N)C#N)s6)s5)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21|16|-0.188688|-0.120688|0.068|-0.197125|-0.120375|0.07675|-0.1725|-0.138|0.0345|-0.228|-0.0991875|0.128813
214|Cc1ccsc1c1nc2sc(c3sc(c4cc(C)c(c5nc6sc(c7sccc7C)nc6s5)s4)cc3C)nc2s1|Cc1ccsc1-c1nc2sc(-c3sc(-c4cc(C)c(-c5nc6sc(-c7sccc7C)nc6s5)s4)cc3C)nc2s1|InChI=1S/C28H18N4S8/c1-11-5-7-33-17(11)21-29-25-27(37-21)31-23(39-25)19-13(3)9-15(35-19)16-10-14(4)20(36-16)24-32-28-26(40-24)30-22(38-28)18-12(2)6-8-34-18/h5-10H,1-4H3|10.1002/adma.201200721,YRROLUSYWUJGKB-UHFFFAOYSA-N,polymer,bulk,PC61BM,nan,nan,nan,nan,5.7,0.84,10.6,64.0|Cc1ccsc1-c1nc2sc(-c3sc(-c4cc(C)c(-c5nc6sc(-c7sccc7C)nc6s5)s4)cc3C)nc2s1|19|-0.188|-0.103|0.085|-0.197947|-0.102789|0.0951579|-0.173|-0.122|0.051|-0.228947|-0.0801053|0.148842
215|CC1(C)CC(=CC(=C(C#N)C(=O)O)C1)C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1|CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)=CC(=C(C#N)C(=O)O)C1|InChI=1S/C31H28N2O2/c1-31(2)20-24(19-25(21-31)29(22-32)30(34)35)14-13-23-15-17-28(18-16-23)33(26-9-5-3-6-10-26)27-11-7-4-8-12-27/h3-19H,20-21H2,1-2H3,(H,34,35)/b14-13+,29-25-|10.1021/jo800159t,PTFLIAMCZSDHMB-NGUSXGKVSA-N,molecule,DSSC,TiO2,-5.32,-3.16,2.16,nan,5.77,0.615,13.6,69.0|CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)=CC(=C(C#N)C(=O)O)C1|14|-0.197|-0.1045|0.0925|-0.205|-0.102714|0.102286|-0.179|-0.124071|0.0549286|-0.236429|-0.0803571|0.156071
216|COc1ccc(N(c2ccc(OC)cc2)c2ccc(c3ccc(c4ccc(C=C(C#N)C(=O)O)s4)s3)cc2)cc1|COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)cc2)cc1|InChI=1S/C32H24N2O4S2/c1-37-26-11-7-24(8-12-26)34(25-9-13-27(38-2)14-10-25)23-5-3-21(4-6-23)29-17-18-31(40-29)30-16-15-28(39-30)19-22(20-33)32(35)36/h3-19H,1-2H3,(H,35,36)/b22-19+|10.1039/B908802D,JHBUJSCHVMJPPY-UUDCSCGESA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,7.25,0.728,14.1,71.0|COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)cc2)cc1|17|-0.185588|-0.106294|0.0792941|-0.193941|-0.105412|0.0885294|-0.167471|-0.124118|0.0433529|-0.225824|-0.0838235|0.142
217|Cc1ccc(c2nc3c(c4cccs4)ccc(c4ccc(c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2c2ccc(C)s2)s1|Cc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(C)s2)s1|InChI=1S/C39H27N3S4/c1-22-10-16-34(44-22)38-39(35-17-11-23(2)45-35)41-37-28(15-14-27(36(37)40-38)32-9-6-20-43-32)33-19-18-31(46-33)24-12-13-26-25-7-4-5-8-29(25)42(3)30(26)21-24/h4-21H,1-3H3|10.1021/ma1027164,SVJIBWWSPZQEFO-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.23,-3.33,1.9,nan,3.5,0.88,6.6,53.0|Cc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(C)s2)s1|15|-0.186867|-0.091|0.0958667|-0.196067|-0.0904|0.105667|-0.1702|-0.113133|0.0570667|-0.228533|-0.0673333|0.1612
218|Cn1c2ccc(C=C(C#N)C#N)cc2c2cc(C=C(C#N)C#N)ccc12|Cn1c2ccc(C=C(C#N)C#N)cc2c2cc(C=C(C#N)C#N)ccc21|InChI=1S/C21H11N5/c1-26-20-4-2-14(6-16(10-22)11-23)8-18(20)19-9-15(3-5-21(19)26)7-17(12-24)13-25/h2-9H,1H3|10.1016/j.solmat.2010.08.032,GSEOKQXHCMWCSR-UHFFFAOYSA-N,molecule,bulk,C60,nan,nan,nan,2.5,0.05,0.154,0.859,28.0|Cn1c2ccc(C=C(C#N)C#N)cc2c2cc(C=C(C#N)C#N)ccc21|4|-0.24375|-0.1205|0.12325|-0.25275|-0.119|0.13375|-0.2245|-0.14425|0.08025|-0.28475|-0.0925|0.19225
219|COc1c2ccsc2c(OC)c2cc(c3sc(c4ccc(c5cc(C)cs5)c5nsnc45)cc3C)sc12|COc1c2ccsc2c(OC)c2cc(-c3sc(-c4ccc(-c5cc(C)cs5)c5nsnc54)cc3C)sc21|InChI=1S/C28H20N2O2S5/c1-13-9-19(34-12-13)15-5-6-16(23-22(15)29-37-30-23)20-10-14(2)26(35-20)21-11-18-25(32-4)27-17(7-8-33-27)24(31-3)28(18)36-21/h5-12H,1-4H3|10.1021/ar5000743,CAXXBUJLCABBMA-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.24,-3.71,1.53,1.72,7.4,0.79,13.56,69.1|COc1c2ccsc2c(OC)c2cc(-c3sc(-c4ccc(-c5cc(C)cs5)c5nsnc54)cc3C)sc21|16|-0.185437|-0.10625|0.0791875|-0.194813|-0.105688|0.089125|-0.168875|-0.125687|0.0431875|-0.225937|-0.083|0.142937
220|COC(=O)c1sc2c(c3ccc(c4cc5c(s4)c(c4ccc(C)s4)c4ccsc4c5c4ccc(C)s4)s3)sc(c3cccs3)c2c1F|COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)sc(-c3cccs3)c2c1F|InChI=1S/C36H21FO2S8/c1-16-6-8-21(42-16)26-18-12-14-41-30(18)27(22-9-7-17(2)43-22)19-15-25(45-31(19)26)20-10-11-24(44-20)33-34-28(29(37)35(47-34)36(38)39-3)32(46-33)23-5-4-13-40-23/h4-15H,1-3H3|10.1021/ar5000743,YKKLIMFBECHPNB-UHFFFAOYSA-N,polymer,bulk,PC71BM,-4.95,-3.12,1.83,1.66,5.6,0.6,13.7,67.7|COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)sc(-c3cccs3)c2c1F|18|-0.184389|-0.0980556|0.0863333|-0.194167|-0.098|0.0961667|-0.168611|-0.117389|0.0512222|-0.224778|-0.0756667|0.149111
221|Cc1csc(c2cc3c4nsnc4c(c4cc(C)c(c5cc6c(s5)c(c5cc(C)c(C)s5)c5ccsc5c6c5sc(C)c(C)c5)s4)cc3c3nsnc23)c1|Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)c(-c5cc6c(s5)c(-c5cc(C)c(C)s5)c5ccsc5c6C5=S=C(C)C(C)=C5)s4)cc3c3nsnc32)c1|InChI=1S/C42H28N4S8/c1-17-9-29(48-16-17)26-13-24-25(36-38(26)45-53-43-36)14-27(39-37(24)44-54-46-39)30-12-20(4)40(51-30)33-15-28-35(32-11-19(3)22(6)50-32)41-23(7-8-47-41)34(42(28)52-33)31-10-18(2)21(5)49-31/h7-16H,1-6H3|10.1021/ja201131h,TZQMMCJWYDHXKV-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.19,-3.26,1.93,1.58,6.0,0.8,11.71,61.0|Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)c(-c5cc6c(s5)c(-c5cc(C)c(C)s5)c5ccsc5c6C5=S=C(C)C(C)=C5)s4)cc3c3nsnc32)c1|17|-0.184176|-0.114|0.0701765|-0.193529|-0.114235|0.0792941|-0.168059|-0.132118|0.0359412|-0.224235|-0.0929412|0.131294
222|COC(=O)c1cc2csc(c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1|COC(=O)c1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1|InChI=1S/C20H14O4S4/c1-22-14-10-4-5-25-17(10)15(23-2)11-7-12(27-18(11)14)19-16-9(8-26-19)6-13(28-16)20(21)24-3/h4-8H,1-3H3|10.1039/C1EE01072G,KZTSOXNQCPFVQV-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.04,-3.19,1.85,1.605,5.6,0.56,15.6,63.0|COC(=O)c1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1|14|-0.192|-0.0832143|0.108786|-0.2015|-0.0817857|0.119714|-0.173|-0.106071|0.0669286|-0.234|-0.0559286|0.178071
223|Cc1ccsc1|Cc1ccsc1|InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3|10.1038/ncomms2411,JEDHEMYZURJGRQ-UHFFFAOYSA-N,polymer,bulk,ICBA,nan,nan,nan,nan,6.1,0.84,10.3,71.1|Cc1ccsc1|1|-0.232|-0.013|0.219|-0.243|-0.009|0.234|-0.206|-0.043|0.163|-0.283|0.024|0.307
224|COc1c2cc(c3cc4c(s3)c3sc(c5nc6sc(c7cc8c(s7)c7sccc7[Si]8(C)C)nc6s5)cc3[Si]4(C)C)sc2c(OC)c2ccsc12|COc1c2cc(-c3cc4c(s3)-c3sc(-c5nc6sc(-c7cc8c(s7)-c7sccc7[Si]8(C)C)nc6s5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21|InChI=1S/C36H26N2O2S8Si2/c1-39-25-15-7-9-41-27(15)26(40-2)16-11-17(43-28(16)25)18-12-22-31(44-18)32-24(50(22,5)6)14-20(46-32)34-38-36-35(48-34)37-33(47-36)19-13-23-30(45-19)29-21(8-10-42-29)49(23,3)4/h7-14H,1-6H3|10.1021/ma201054a,RSPLWFIGVUAAIS-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.4,-3.6,1.8,1.77,5.3,0.69,11.6,66.0|COc1c2cc(-c3cc4c(s3)-c3sc(-c5nc6sc(-c7cc8c(s7)-c7sccc7[Si]8(C)C)nc6s5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21|14|-0.18|-0.0967857|0.0832143|-0.19|-0.0968571|0.0931429|-0.165|-0.116|0.049|-0.220786|-0.0747857|0.146
225|COCc1sc2c(csc2c2cc3c(s2)c(OC)c2ccsc2c3OC)c1F|COCc1sc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)c1F|InChI=1S/C20H15FO3S4/c1-22-7-13-14(21)11-8-26-20(19(11)28-13)12-6-10-16(24-3)17-9(4-5-25-17)15(23-2)18(10)27-12/h4-6,8H,7H2,1-3H3|10.1039/b9py00325h,WUSIKLUHMPSPLR-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.2,-3.5,1.7,1.6,7.73,0.76,15.2,67.0|COCc1sc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)c1F|18|-0.190056|-0.0732778|0.116778|-0.199611|-0.0720556|0.127556|-0.170611|-0.0955556|0.0750556|-0.232389|-0.0477222|0.184667
226|C#Cc1sc(C#Cc2scc3nc(c4ccccc4)c(c4ccccc4)nc23)c(C)c1C|C#Cc1sc(C#Cc2scc3nc(-c4ccccc4)c(-c4ccccc4)nc23)c(C)c1C|InChI=1S/C28H18N2S2/c1-4-23-18(2)19(3)24(32-23)15-16-25-28-22(17-31-25)29-26(20-11-7-5-8-12-20)27(30-28)21-13-9-6-10-14-21/h1,5-14,17H,2-3H3|10.1021/ar900061z,JSZAKRWBZVMBQR-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.21,-3.35,1.86,1.585,2.37,0.67,10.7,33.0|C#Cc1sc(C#Cc2scc3nc(-c4ccccc4)c(-c4ccccc4)nc23)c(C)c1C|8|-0.195875|-0.101875|0.094|-0.205|-0.100875|0.104125|-0.179|-0.122875|0.056125|-0.23675|-0.077|0.15975
227|CC1(C)c2ccccc2c2ccc(c3cc4c5cccc6c7cccc8c9cc(c%10ccc%11c(c%10)C(C)(C)c%10ccccc%11%10)cc%10c%11cccc%12c%13cccc%14c(c3)c4c3c(c56)c(c78)c(c9%10)c(c%11%12)c3c%13%14)cc12|CC1(C)c2ccccc2-c2ccc(-c3cc4c5cccc6c7cccc8c9cc(-c%10ccc%11c(c%10)C(C)(C)c%10ccccc%10-%11)cc%10c%11cccc%12c%13cccc%14c(c3)c4c3c(c65)c(c78)c(c9%10)c(c%12%11)c3c%13%14)cc21|InChI=1S/C72H42/c1-71(2)55-23-7-5-13-39(55)41-27-25-35(33-57(41)71)37-29-51-47-19-9-15-43-45-17-11-21-49-53-31-38(36-26-28-42-40-14-6-8-24-56(40)72(3,4)58(42)34-36)32-54-50-22-12-18-46-44-16-10-20-48-52(30-37)63(51)69-65(59(43)47)67(61(45)49)70(64(53)54)68(62(46)50)66(69)60(44)48/h5-34H,1-4H3|10.1021/cm102189g,BCXJUZBRGQHQDK-UHFFFAOYSA-N,molecule,bulk,PC61BM,nan,nan,nan,nan,1.46,0.9,2.68,61.0|CC1(C)c2ccccc2-c2ccc(-c3cc4c5cccc6c7cccc8c9cc(-c%10ccc%11c(c%10)C(C)(C)c%10ccccc%10-%11)cc%10c%11cccc%12c%13cccc%14c(c3)c4c3c(c65)c(c78)c(c9%10)c(c%12%11)c3c%13%14)cc21|8|-0.196625|-0.076125|0.1205|-0.206|-0.0755|0.1305|-0.1825|-0.09925|0.08325|-0.236|-0.0545|0.1815
228|COC(=O)C(=Cc1cc(C)c(c2cc(C)c(c3cc(C)c(c4cc5cc6sc(c7sc(c8sc(c9sc(C=C(C#N)C(=O)OC)cc9C)cc8C)cc7C)cc6cc5s4)s3)s2)s1)C#N|COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4cc5cc6sc(-c7sc(-c8sc(-c9sc(C=C(C#N)C(=O)OC)cc9C)cc8C)cc7C)cc6cc5s4)s3)s2)s1|InChI=1S/C50H36N2O4S8/c1-23-9-33(15-31(21-51)49(53)55-7)57-43(23)37-11-25(3)45(61-37)39-13-27(5)47(63-39)41-19-29-17-36-30(18-35(29)59-41)20-42(60-36)48-28(6)14-40(64-48)46-26(4)12-38(62-46)44-24(2)10-34(58-44)16-32(22-52)50(54)56-8/h9-20H,1-8H3/b31-15+,32-16+|10.1021/ar400088c,VUHPGBUYKZAJOI-QGXQWKAISA-N,molecule,bulk,PC61BM,-5.11,-3.54,1.57,1.83,5.44,0.93,9.77,59.9|COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4cc5cc6sc(-c7sc(-c8sc(-c9sc(C=C(C#N)C(=O)OC)cc9C)cc8C)cc7C)cc6cc5s4)s3)s2)s1|20|-0.18995|-0.1142|0.07575|-0.19885|-0.1137|0.08515|-0.17615|-0.1329|0.04325|-0.2274|-0.09135|0.13605
229|Cc1ccsc1c1sc(c2sc(c3sc(c4sccc4C)cc3C)cc2C)c2nc3c4ccccc4c4ccccc4c3nc12|Cc1ccsc1-c1sc(-c2sc(C3=S=C(c4sccc4C)C=C3C)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21|InChI=1S/C38H26N2S5/c1-19-13-15-41-33(19)27-17-21(3)34(43-27)28-18-22(4)36(44-28)38-32-31(37(45-38)35-20(2)14-16-42-35)39-29-25-11-7-5-9-23(25)24-10-6-8-12-26(24)30(29)40-32/h5-18H,1-4H3|10.1021/cm900788e,JSYNBHHEHKLKTN-UHFFFAOYSA-N,polymer,bulk,PC61BM,-4.95,-3.79,1.16,nan,0.14,0.375,0.64,60.0|Cc1ccsc1-c1sc(-c2sc(C3=S=C(c4sccc4C)C=C3C)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21|15|-0.178333|-0.105267|0.0730667|-0.1874|-0.105|0.0824|-0.163533|-0.125333|0.0382|-0.2178|-0.0829333|0.134867
230|COC(=O)C(=Cc1cc(C)c(c2cc(C)c(c3cc(C)c(c4ccc(c5sc(c6sc(c7sc(C=C(C#N)C(=O)OC)cc7C)cc6C)cc5C)s4)s3)s2)s1)C#N|COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4ccc(-c5sc(-c6sc(-c7sc(C=C(C#N)C(=O)OC)cc7C)cc6C)cc5C)s4)s3)s2)s1|InChI=1S/C44H34N2O4S7/c1-21-11-29(17-27(19-45)43(47)49-7)51-39(21)33-15-25(5)41(56-33)35-13-23(3)37(54-35)31-9-10-32(53-31)38-24(4)14-36(55-38)42-26(6)16-34(57-42)40-22(2)12-30(52-40)18-28(20-46)44(48)50-8/h9-18H,1-8H3/b27-17+,28-18+|10.1021/ar400088c,QYJWIQFWTMEOON-MKWIRMIWSA-N,molecule,bulk,PC61BM,-5.13,-3.29,1.84,1.74,5.08,0.86,10.74,55.0|COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4ccc(-c5sc(-c6sc(-c7sc(C=C(C#N)C(=O)OC)cc7C)cc6C)cc5C)s4)s3)s2)s1|20|-0.18785|-0.11475|0.0731|-0.19635|-0.11425|0.0821|-0.1747|-0.1332|0.0415|-0.22445|-0.0918|0.13265
231|Cc1csc(c2ccc(c3cc(C)c(c4cc5c(s4)c(c4cc(C)c(C)s4)c4ccsc4c5c4cc(C)c(C)s4)s3)c3nsnc23)c1|Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4cc(C)c(C)s4)c4ccsc4c5-c4cc(C)c(C)s4)s3)c3nsnc32)c1|InChI=1S/C38H28N2S7/c1-17-11-27(42-16-17)23-7-8-24(35-34(23)39-47-40-35)28-14-20(4)36(45-28)31-15-26-33(30-13-19(3)22(6)44-30)37-25(9-10-41-37)32(38(26)46-31)29-12-18(2)21(5)43-29/h7-16H,1-6H3|10.1021/ja201131h,AFAYCDMJRMPZNY-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.26,-3.1,2.16,1.73,2.11,1.0,5.8,34.6|Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4cc(C)c(C)s4)c4ccsc4c5-c4cc(C)c(C)s4)s3)c3nsnc32)c1|15|-0.182467|-0.105067|0.0774|-0.191667|-0.1046|0.0870667|-0.166133|-0.124533|0.0416|-0.222667|-0.0820667|0.1406
232|N#CC(=Cc1ccc(c2ccc(c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)N(c2ccc(C(=O)O)cc2)C3=O)s1)c1ccc([N+](=O)[O-])cc1|N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)N(c2ccc(C(=O)O)cc2)C3=O)s1)c1ccc([N+](=O)[O-])cc1|InChI=1S/C41H21N5O8S2/c42-21-26(23-1-9-29(10-2-23)45(51)52)19-31-13-17-35(55-31)33-15-16-34(38-37(33)39(47)44(40(38)48)28-7-5-25(6-8-28)41(49)50)36-18-14-32(56-36)20-27(22-43)24-3-11-30(12-4-24)46(53)54/h1-20H,(H,49,50)/b26-19+,27-20+|10.1021/jp101945z,RCADVNRMHAASQG-VCNVVWDHSA-N,molecule,DSSC,TiO2,-5.1,-3.3,1.8,1.73,5.8,0.68,13.7,62.0|N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)N(c2ccc(C(=O)O)cc2)C3=O)s1)c1ccc([N+](=O)[O-])cc1|16|-0.234125|-0.138062|0.0960625|-0.24325|-0.137313|0.105938|-0.217188|-0.158375|0.0588125|-0.2745|-0.114|0.1605
233|Cc1nc(c2nc(C)c(c3ccc(c4ccc5c(c4)C(C)(C)c4ccccc54)s3)s2)sc1c1cccs1|Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)s2)sc1-c1cccs1|InChI=1S/C31H24N2S4/c1-17-27(25-10-7-15-34-25)36-29(32-17)30-33-18(2)28(37-30)26-14-13-24(35-26)19-11-12-21-20-8-5-6-9-22(20)31(3,4)23(21)16-19/h5-16H,1-4H3|10.1002/adma.201200721,GZUOBVDUODLACO-UHFFFAOYSA-N,polymer,bulk,C60,-5.53,-2.77,2.76,2.21,0.52,0.76,1.7,40.0|Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)s2)sc1-c1cccs1|13|-0.189846|-0.0910769|0.0987692|-0.199|-0.0901538|0.108846|-0.173769|-0.111846|0.0619231|-0.230846|-0.0667692|0.164077
234|Cc1cc(C)c(c2c3cc(c4ccc(c5ccc(c6cccs6)c6nsnc56)s4)sc3c(c3sc(C)cc3C)c3ccsc23)s1|Cc1cc(C)c(-c2c3cc(-c4ccc(-c5ccc(-c6cccs6)c6nsnc65)s4)sc3c(-c3sc(C)cc3C)c3ccsc32)s1|InChI=1S/C36H24N2S7/c1-17-14-19(3)41-33(17)29-23-11-13-40-35(23)30(34-18(2)15-20(4)42-34)24-16-28(44-36(24)29)27-10-9-26(43-27)22-8-7-21(25-6-5-12-39-25)31-32(22)38-45-37-31/h5-16H,1-4H3|10.1021/ar5000743,HBLLULDHUVBBRK-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.31,-3.44,1.87,1.75,5.66,0.92,10.7,57.5|Cc1cc(C)c(-c2c3cc(-c4ccc(-c5ccc(-c6cccs6)c6nsnc65)s4)sc3c(-c3sc(C)cc3C)c3ccsc32)s1|18|-0.189|-0.107778|0.0812222|-0.198|-0.107|0.091|-0.173|-0.128|0.045|-0.229|-0.0841667|0.144833
235|Cn1c(=O)c2c(c3ccc(c4cc5c(s4)c4sccc4C5(C)C)s3)n(C)c(=O)c2c1c1cccs1|CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4C5(C)C)s3)N(C)C(=O)C2=C1c1cccs1|InChI=1S/C27H20N2O2S4/c1-27(2)13-9-11-33-23(13)24-14(27)12-18(35-24)15-7-8-17(34-15)22-20-19(25(30)29(22)4)21(28(3)26(20)31)16-6-5-10-32-16/h5-12H,1-4H3|10.1039/C1EE01072G,PMSGCWOFUHVEDL-UHFFFAOYSA-N,polymer,bulk,PC71BM,-4.95,-3.31,1.64,1.31,2.3,0.47,10.8,45.0|CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4C5(C)C)s3)N(C)C(=O)C2=C1c1cccs1|13|-0.178|-0.102538|0.0754615|-0.186923|-0.102308|0.0846154|-0.162|-0.120462|0.0415385|-0.216923|-0.0824615|0.134462
236|Cn1c(=O)c2c(c3ccc(c4ccc5c(c4)C(C)(C)c4ccccc54)s3)n(C)c(=O)c2c1c1cccs1|CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)N(C)C(=O)C2=C1c1cccs1|InChI=1S/C31H24N2O2S2/c1-31(2)20-9-6-5-8-18(20)19-12-11-17(16-21(19)31)22-13-14-24(37-22)28-26-25(29(34)33(28)4)27(32(3)30(26)35)23-10-7-15-36-23/h5-16H,1-4H3|10.1039/C1EE01072G,SOOXIXVBZVRWII-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.42,-3.64,1.78,1.75,0.9,0.74,2.5,47.0|CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)N(C)C(=O)C2=C1c1cccs1|10|-0.183|-0.1024|0.0806|-0.1913|-0.1018|0.0895|-0.167|-0.1218|0.0452|-0.2219|-0.081|0.1409
